lic,Tai-Kadai
lii,other
lil,Salishan
lim,Sino-Tibetan
lin,Niger-Congo
lis,Sino-Tibetan
lit,Indo-European
liv,Uralic
lje,Austronesian
lkk,Tai-Kadai
lkt,Siouan
lla,Pama-Nyungan
llm,Niger-Congo
lma,Mande
lmb,Niger-Congo
lmg,Afro-Asiatic
lmh,Austronesian
lml,Darwin Region
lmn,Indo-European
lmp,Austronesian
lmu,Austronesian
lnd,Niger-Congo
lng,Mascoian
lnj,Pama-Nyungan
lno,Indo-European
lns,Niger-Congo
lnw,Austronesian
lob,Niger-Congo
lok,Mande
lon,Austronesian
lot,Sino-Tibetan
lou,Austronesian
lov,Austro-Asiatic
loz,Niger-Congo
lrd,Tangkic
lrk,Austronesian
lsa,other
lsb,other
lse,other
lsf,other
lsq,other
lu,Tai-Kadai
lua,Niger-Congo
luc,Niger-Congo
lud,Austronesian
lug,Central Sudanic
lui,Uto-Aztecan
lul,Lule
lum,Salishan
lun,Sino-Tibetan
luo,Eastern Sudanic
lur,Indo-European
lus,Salishan
luv,Niger-Congo
lux,Indo-European
luy,Niger-Congo
lye,Niger-Congo
ma,Niger-Congo
maa,Eastern Sudanic
mab,Maban
mac,Cariban
mad,Central Sudanic
mae,Austronesian
mag,Sino-Tibetan
mah,Uralic
mai,Indo-European
maj,Eastern Sudanic
mak,Wakashan
mal,Austronesian
mam,Mayan
man,Mande
mao,Austronesian
map,Araucanian
mar,Hokan
mas,Afro-Asiatic
mau,Iwaidjan
mav,Trans-New Guinea
maw,Mande
max,Macro-Ge
may,Maybrat
maz,Oto-Manguean
mba,Niger-Congo
mbb,Pama-Nyungan
mbe,Niger-Congo
mbg,Afro-Asiatic
mbi,Niger-Congo
mbl,Niger-Congo
mbm,Niger-Congo
mbo,Bogia
mbr,Afro-Asiatic
mbt,Central Sudanic
mbu,Sepik
mby,Central Sudanic
mbz,Niger-Congo
mca,Matacoan
mcc,Mochica
mcd,Indo-European
mce,other
mcf,Algic
mcg,Guahiban
mch,Arawakan
mcn,Tucanoan
mco,Mixe-Zoque
mcr,other
mcs,Penutian
mcv,Guaicuruan
mda,Afro-Asiatic
mdb,Pama-Nyungan
mde,Mande
mdg,Niger-Congo
mdk,Mande
mdl,Eastern Daly
mdm,Pama-Nyungan
mdn,Siouan
mdo,Niger-Congo
mdr,Austronesian
mds,Austronesian
mdu,Niger-Congo
mdw,Niger-Congo
mdz,Niger-Congo
mea,East Bird's Head
meb,other
mee,Eastern Sudanic
meh,Afro-Asiatic
mei,Sino-Tibetan
mek,Tupian
mel,Austronesian
mem,Border
men,Algic
mer,Eastern Trans-Fly
mey,Trans-New Guinea
mga,Niger-Congo
mgd,Austronesian
mgg,Altaic
mgh,Indo-European
mgi,Trans-New Guinea
mgk,Niger-Congo
mgl,Kartvelian
mgn,Austronesian
mgo,Niger-Congo
mgq,Central Sudanic
mgu,Afro-Asiatic
mhc,Algic
mhi,Indo-European
mhk,Sepik
mhl,Sino-Tibetan
mhm,Austro-Asiatic
mhu,Niger-Congo
mic,Algic
mid,Eastern Sudanic
mie,Hmong-Mien
mig,Afro-Asiatic
mii,Eastern Sudanic
mij,Sino-Tibetan
mik,Sino-Tibetan
mil,Sino-Tibetan
min,Austronesian
mir,Jarrakan
mis,Misumalpan
mit,Niger-Congo
miy,Afro-Asiatic
miz,Sino-Tibetan
mja,Oto-Manguean
mjc,Oto-Manguean
mjk,Niger-Congo
mka,Mande
mkb,Penutian
mkd,Niger-Congo
mke,Austronesian
mkg,Mande
mkh,Altaic
mki,Muskogean
mkj,Greater West Bomberai
mkl,Bulaka River
mkn,Niger-Congo
mko,Afro-Asiatic
mkq,Niger-Congo
mkr,Ramu-Lower Sepik
mks,Austronesian
mku,Western Daly
mkw,Máku
mkz,Niger-Congo
mla,Niger-Congo
mlc,other
mle,Afro-Asiatic
mlg,Afro-Asiatic
mli,Baining
mlk,Northern Daly
mll,Penutian
mlm,Austro-Asiatic
mlt,Afro-Asiatic
mlu,Austronesian
mly,Austronesian
mma,Afro-Asiatic
mmb,Austronesian
mme,Uralic
mmi,Niger-Congo
mmn,Austronesian
mmo,Uralic
mmp,Niger-Congo
mms,Austronesian
mmu,Austronesian
mmv,Central Sudanic
mmw,Niger-Congo
mna,Austronesian
mnc,Altaic
mnd,Sino-Tibetan
mne,Penutian
mng,Austronesian
mni,Trans-New Guinea
mnj,Pama-Nyungan
mnk,Mande
mnm,Austronesian
mno,Uto-Aztecan
mnr,Austronesian
mns,Uralic
mnt,Austronesian
mnu,Hmong-Mien
mnv,Austronesian
mnx,Indo-European
mny,Pama-Nyungan
mnz,Niger-Congo
moa,Austronesian
moc,Afro-Asiatic
moe,Uralic
mof,Afro-Asiatic
mog,Altaic
moh,Iroquoian
moj,Hokan
mok,Austronesian
mol,Indo-European
mom,Mombum
mon,Austro-Asiatic
moo,Niger-Congo
mop,Mayan
mor,Austronesian
mos,Mosetenan
mot,South Bougainville
mou,Central Sudanic
mov,Movima
mpa,Southern Daly
mpo,Niger-Congo
mpr,Arawakan
mpt,Trans-New Guinea
mpu,Mpur
mpy,Cariban
mqc,other
mqf,Trans-New Guinea
mra,Mangarrayi-Maran
mrc,Sino-Tibetan
mrd,Trans-New Guinea
mrg,Afro-Asiatic
mrh,Western Daly
mri,Moraori
mrj,Pama-Nyungan
mrk,Ramu-Lower Sepik
mrl,Eastern Sudanic
mrn,Austronesian
mro,Kordofanian
mrq,Austronesian
mrr,Western Daly
mrs,Mairasic
mrt,Pama-Nyungan
mru,Sino-Tibetan
mrw,Pama-Nyungan
msc,Chibchan
mse,Algic
msg,Sino-Tibetan
msh,Austronesian
msk,Kordofanian
msl,Maban
msm,Austronesian
msn,Austronesian
msq,Salishan
mss,Penutian
msy,Sino-Tibetan
mta,Austronesian
mtb,Niger-Congo
mtg,Algic
mth,Mixe-Zoque
mti,Chibchan
mtk,Austronesian
mtl,Na-Dene
mto,Dravidian
mtp,Mixe-Zoque
mts,Pano-Tacanan
mtt,Algic
mtu,Austronesian
mua,Niger-Congo
mud,Niger-Congo
mug,Trans-New Guinea
muh,Afro-Asiatic
mui,Boran
mul,Tai-Kadai
mum,Niger-Congo
mun,Austro-Asiatic
muo,Austro-Asiatic
mup,Afro-Asiatic
mur,Eastern Sudanic
mus,Austronesian
mut,Penutian
muu,Tupian
muy,Austronesian
mwa,Pama-Nyungan
mwb,Austronesian
mwc,Indo-European
mwe,Niger-Congo
mwl,Penutian
mwn,Penutian
mwo,Austronesian
mwp,Penutian
mxa,Oto-Manguean
mxc,Oto-Manguean
mxe,Austronesian
mxg,Oto-Manguean
mxj,Oto-Manguean
mxl,Oto-Manguean
mxm,Oto-Manguean
mxo,Oto-Manguean
mxp,Oto-Manguean
mxs,Oto-Manguean
mxt,Oto-Manguean
mxu,Oto-Manguean
mxx,Mixe-Zoque
mxy,Oto-Manguean
mxz,Oto-Manguean
mya,Austronesian
myg,Niger-Congo
myi,Mangarrayi-Maran
myk,Austronesian
mym,Dravidian
myn,Austronesian
myo,Uto-Aztecan
myr,Pano-Tacanan
myy,Pama-Nyungan
mzc,Oto-Manguean
mzh,Oto-Manguean
mzn,Indo-European
naa,Afro-Asiatic
nab,Trans-New Guinea
nad,Nadahup
naf,Niger-Congo
nag,Yale
nah,Nahali
nai,Altaic
naj,Afro-Asiatic
nak,Austronesian
nal,Austronesian
nam,Sepik
nan,Eastern Sudanic
nap,Afro-Asiatic
nar,Eastern Sudanic
nas,South Bougainville
nat,Natchez
nau,Austronesian
nav,Na-Dene
nax,Sino-Tibetan
nbb,Austronesian
nbd,Eastern Sudanic
nbe,Niger-Congo
nbh,Eastern Sudanic
nbk,Austronesian
nbm,Niger-Congo
nbo,Niger-Congo
nbr,Chibchan
nca,Austro-Asiatic
ncm,Niger-Congo
ndb,Niger-Congo
nde,Niger-Congo
ndg,Niger-Congo
ndi,Niger-Congo
ndj,Mangrida
ndo,Niger-Congo
ndr,Austronesian
ndt,Niger-Congo
ndu,Niger-Congo
ndy,other
ned,other
neg,Altaic
neh,Austronesian
nel,Austronesian
nen,Uralic
nep,Indo-European
nev,Uto-Aztecan
new,Sino-Tibetan
ney,Niger-Congo
nez,Penutian
nga,Uralic
ngb,Niger-Congo
ngd,Austronesian
nge,Niger-Congo
ngg,Southern Daly
ngi,Pama-Nyungan
ngj,Pama-Nyungan
ngk,Southern Daly
ngl,Gunwinyguan
ngm,Central Sudanic
ngn,Gunwinyguan
ngo,Niger-Congo
ngr,Pama-Nyungan
ngt,Sino-Tibetan
ngu,Austronesian
ngw,Pama-Nyungan
ngy,Pama-Nyungan
ngz,Afro-Asiatic
nha,Pama-Nyungan
nhc,Uto-Aztecan
nhh,Uto-Aztecan
nhm,Uto-Aztecan
nhn,Uto-Aztecan
nhp,Uto-Aztecan
nht,Uto-Aztecan
nhu,Uto-Aztecan
nhx,Uto-Aztecan
nia,Austronesian
nic,Austro-Asiatic
nif,Austronesian
nih,other
nim,Nimboran
nin,Torricelli
nis,Sino-Tibetan
nit,Wakashan
niu,Austronesian
niv,Nivkh
nju,Pama-Nyungan
nkb,Gunwinyguan
nke,Niger-Congo
nkk,Mangrida
nkn,Niger-Congo
nko,Niger-Congo
nkr,Austronesian
nkt,Austro-Asiatic
nku,Eastern Sudanic
nlr,Pama-Nyungan
nlu,Pama-Nyungan
nly,Pama-Nyungan
nma,Sino-Tibetan
nmb,Nambikuaran
nmd,Trans-New Guinea
nmi,Uto-Aztecan
nmm,Sino-Tibetan
nmp,Uto-Aztecan
nnc,Austro-Asiatic
nnd,Trans-New Guinea
nne,Austronesian
nng,Niger-Congo
nnk,Trans-New Guinea
nnm,Austronesian
nnn,Niger-Congo
nnt,Algic
nob,Eastern Sudanic
noc,Sino-Tibetan
nog,Altaic
nok,Altaic
nom,Arawakan
non,Niger-Congo
noo,Niger-Congo
nor,Indo-European
npa,Uto-Aztecan
nph,Sino-Tibetan
npi,other
npn,other
npu,Austronesian
nrg,Niger-Congo
nrm,Austronesian
nro,Khoe-Kwadi
nse,Niger-Congo
nsg,Tsimshianic
nsk,Algic
nsn,Penutian
nsy,Afro-Asiatic
nsz,Uto-Aztecan
nte,other
nti,Central Sudanic
ntj,Pama-Nyungan
ntn,Niger-Congo
nto,Niger-Congo
ntu,Uralic
nua,Austronesian
nub,other
nue,Eastern Sudanic
nug,Gunwinyguan
nuk,Cacua-Nukak
nun,Tai-Kadai
nup,Niger-Congo
nus,Sino-Tibetan
nuu,Wakashan
nvs,Nivkh
nwd,Sino-Tibetan
nya,Pama-Nyungan
nyg,Eastern Sudanic
nyh,Niger-Congo
nyi,Eastern Sudanic
nyk,Sino-Tibetan
nyl,Austronesian
nym,Niger-Congo
nyn,Nyulnyulan
nyr,Pama-Nyungan
nyu,Nyulnyulan
nza,Niger-Congo
nze,Sino-Tibetan
nzs,other
obg,Niger-Congo
obk,Lakes Plain
obo,Niger-Congo
oca,Witotoan
occ,Indo-European
ocu,Oto-Manguean
ogb,Niger-Congo
oi,Austro-Asiatic
oir,Altaic
oix,Oto-Manguean
oji,Algic
ojm,Algic
ojs,Algic
oka,Salishan
oko,Indo-European
oks,Trans-New Guinea
oku,Niger-Congo
olm,Austronesian
olo,Torricelli
olu,Mixe-Zoque
oma,Tupian
omh,Siouan
omi,Trans-New Guinea
ond,Iroquoian
one,Torricelli
ong,South Andamanese
onn,Iroquoian
ono,Trans-New Guinea
ood,Uto-Aztecan
ora,Niger-Congo
orb,Afro-Asiatic
orc,Altaic
ord,Altaic
ore,Tucanoan
orh,Afro-Asiatic
ori,Kordofanian
ork,Altaic
orl,Eleman
orm,Indo-European
oro,Trans-New Guinea
orw,Afro-Asiatic
ory,Tor-Kwerba
osa,Siouan
osm,Oto-Manguean
oss,Indo-European
otm,Oto-Manguean
oto,Siouan
otr,Kordofanian
ots,Oto-Manguean
owc,Afro-Asiatic
owi,Left May
oya,Indo-European
paa,Afro-Asiatic
pac,Austro-Asiatic
pad,Austronesian
pae,Páezan
pag,North Halmaheran
pai,Austronesian
pak,Pama-Nyungan
pal,Austronesian
pam,Oto-Manguean
pan,Indo-European
pap,other
par,Eastern Sudanic
pat,Austronesian
pau,Arauan
paw,Teberan-Pawaian
pba,Uto-Aztecan
pcm,Mayan
pdp,Teberan-Pawaian
pec,Chibchan
pem,Cariban
pen,Dravidian
per,Afro-Asiatic
pga,Guaicuruan
pgl,Austronesian
phl,Sino-Tibetan
pia,Sáliban
pil,Austronesian
pin,Pama-Nyungan
pip,Uto-Aztecan
pir,Arawakan
pis,Trans-New Guinea
pit,Pama-Nyungan
pkm,Mayan
pkn,Pama-Nyungan
pkt,Eastern Sudanic
pla,Guahiban
plb,Indo-European
plg,Austro-Asiatic
plh,Austronesian
plk,Arawakan
plp,Austronesian
plr,Niger-Congo
pmc,Hokan
pme,Hokan
pmn,Hokan
pms,Austronesian
pna,Austronesian
png,Niger-Congo
pnn,Austronesian
pno,Uto-Aztecan
pnr,Cariban
pnu,Hmong-Mien
pnx,Macro-Ge
pny,Pama-Nyungan
poa,Austronesian
pod,Afro-Asiatic
pog,Niger-Congo
poh,Austronesian
pok,Skou
pol,Indo-European
pop,Oto-Manguean
por,Indo-European
pot,Algic
pow,Algic
ppc,Arawakan
ppi,Pama-Nyungan
pra,Indo-European
prc,Arawakan
prd,Dravidian
pre,Niger-Congo
prh,Mura
pri,other
prk,Sino-Tibetan
pro,Indo-European
prs,Indo-European
prt,Tucanoan
psh,Indo-European
psj,Oto-Manguean
psl,other
psm,Algic
pso,Hokan
psv,Oto-Manguean
psw,Austronesian
pta,Austronesian
pte,Sino-Tibetan
ptp,Austronesian
ptt,Sino-Tibetan
ptw,Penutian
pui,Puinave
puk,Austro-Asiatic
pul,Austronesian
pum,Sino-Tibetan
pun,Wandjiginy
puq,Puquina
pur,Tarascan
put,Uto-Aztecan
pwn,Caddoan
qaf,Afro-Asiatic
qan,Quechuan
qaw,Alacalufan
qay,Quechuan
qbo,Quechuan
qca,Quechuan
qch,Mayan
qco,Quechuan
qcu,Quechuan
qec,Quechuan
qhu,Quechuan
qia,Sino-Tibetan
qim,Quechuan
qta,Quechuan
que,Hokan
qui,Chimakuan
qum,Mayan
rad,Austronesian
rag,Austronesian
ral,Sino-Tibetan
ram,Chibchan
rao,Ramu-Lower Sepik
rap,Austronesian
ras,Kordofanian
rav,Indo-European
raw,Sino-Tibetan
rbg,Indo-European
rbu,Indo-European
rcp,other
rej,Austronesian
rem,Austro-Asiatic
ren,Afro-Asiatic
res,Arawakan
ret,Tucanoan
rga,Niger-Congo
rgc,Sino-Tibetan
rgn,Austronesian
ria,Kolopom
rik,Macro-Ge
rim,Niger-Congo
rit,Pama-Nyungan
rji,Sino-Tibetan
rka,Indo-European
rlo,Indo-European
rmb,Gunwinyguan
rmc,Indo-European
rnd,Niger-Congo
rng,Austro-Asiatic
rnn,Austronesian
rnr,Indo-European
rny,Niger-Congo
rom,Indo-European
ron,Afro-Asiatic
ror,Austronesian
rot,Austronesian
rov,Austronesian
rpa,Sino-Tibetan
rru,Niger-Congo
rsc,Indo-European
rse,Indo-European
rsh,Indo-European
rsl,other
rsm,Indo-European
rsu,Indo-European
rti,Austronesian
rtk,North Bougainville
ruk,Austronesian
rum,Trans-New Guinea
run,Maban
rus,Indo-European
rut,Nakh-Daghestanian
rwa,Trans-New Guinea
rwe,Indo-European
ryu,Japanese
saa,Austronesian
sab,Austronesian
sae,Tai-Kadai
sah,North Halmaheran
sak,Austronesian
sal,Hokan
sam,Austronesian
san,Niger-Congo
sao,Afro-Asiatic
sap,Austro-Asiatic
sar,Sepik
sav,Indo-European
saw,Austronesian
say,Mixe-Zoque
sba,Sáliban
sbg,Austronesian
sch,Salishan
scr,Indo-European
scs,Uralic
sdh,Indo-European
sdw,Sandawe
sea,Austronesian
seb,Eastern Sudanic
sec,Tucanoan
sed,Austro-Asiatic
see,Austronesian
sel,Chonan
sem,Sino-Tibetan
sen,Niger-Congo
ser,Hokan
ses,Niger-Congo
sey,other
sgb,East Bird's Head
sge,Niger-Congo
sgl,Niger-Congo
sgr,Austronesian
sgs,Salishan
sgu,Niger-Congo
sha,Tai-Kadai
shb,Shabo
shd,Sino-Tibetan
she,Sino-Tibetan
shh,Pano-Tacanan
shi,Yanomam
shk,Pano-Tacanan
shl,Eastern Sudanic
shm,Niger-Congo
shn,Niger-Congo
sho,Uto-Aztecan
shp,Penutian
shr,Altaic
shs,Hokan
sht,Eastern Sudanic
shu,Salishan
shw,Algic
shy,Altaic
sia,Trans-New Guinea
sid,Afro-Asiatic
sik,Austronesian
sil,Eastern Sudanic
sim,Austronesian
sin,Tucanoan
sio,Austronesian
sir,Austronesian
sis,Austronesian
siu,Oregon Coast
ski,Uralic
skk,Sino-Tibetan
skl,Austronesian
skm,Niger-Congo
sko,Skou
skp,Uralic
skr,Lakes Plain
sku,Niger-Congo
skw,Indo-European
sla,Na-Dene
slb,Austronesian
sle,Niger-Congo
slg,Sino-Tibetan
slo,Indo-European
slp,Trans-New Guinea
slr,Altaic
slv,Na-Dene
sly,Austronesian
smd,Austronesian
sme,Siamou
smj,Austro-Asiatic
sml,Austro-Asiatic
smn,Muskogean
smp,Shompen
smt,Penutian
sna,Indo-European
snc,Iroquoian
snd,Niger-Congo
sng,Austronesian
snh,Indo-European
snm,Yanomam
snn,Mande
sno,Uralic
snt,Sentanic
so,Eastern Sudanic
sob,Austronesian
sod,Afro-Asiatic
sol,Altaic
som,Afro-Asiatic
son,Austronesian
soo,Salishan
soq,Afro-Asiatic
sor,Austro-Asiatic
sou,Indo-European
spa,Indo-European
spc,Indo-European
spi,Sino-Tibetan
spo,Salishan
sps,Salishan
squ,Salishan
sra,other
srb,Indo-European
src,Na-Dene
srd,Indo-European
sre,Austro-Asiatic
sri,Tucanoan
srl,Indo-European
srm,other
srn,Tupian
sro,Trans-New Guinea
srr,Uto-Aztecan
sru,Austronesian
sry,Austronesian
ssa,Niger-Congo
ssh,Afro-Asiatic
ssl,other
sss,Salishan
sst,Salishan
sta,Altaic
sti,Austro-Asiatic
stl,Austro-Asiatic
stn,Niger-Congo
sto,Siouan
sub,Niger-Congo
sud,Austronesian
sue,Trans-New Guinea
sug,Eastern Sudanic
sui,Tai-Kadai
suk,Trans-New Guinea
sul,Sulka
sum,Misumalpan
sun,Austronesian
sup,Niger-Congo
sur,Austronesian
sus,Mande
sva,Kartvelian
svc,Indo-European
svk,Indo-European
svs,Solomons East Papuan
svt,other
swa,Niger-Congo
swe,Indo-European
swi,Austronesian
swr,Uto-Aztecan
swt,Niger-Congo
swv,Indo-European
syg,Altaic
syu,Trans-New Guinea
tab,Austronesian
tac,Pano-Tacanan
taf,Austronesian
tag,Austronesian
tah,Austronesian
tai,Afro-Asiatic
taj,Indo-European
tak,Austronesian
tal,Niger-Congo
tam,Sino-Tibetan
tan,Afro-Asiatic
tao,Sino-Tibetan
tap,Taiap
tar,Arawakan
tas,Afro-Asiatic
tat,Austronesian
tau,Trans-New Guinea
taw,Austronesian
tay,other
taz,Indo-European
tba,Trans-New Guinea
tbb,Uto-Aztecan
tbe,Afro-Asiatic
tbl,Sentanic
tbo,Austronesian
tbr,North Halmaheran
tbs,Nakh-Daghestanian
tbt,Austronesian
tbu,Saharan
tbw,Niger-Congo
tbx,Sino-Tibetan
tce,Uto-Aztecan
tda,Dravidian
tdi,Sino-Tibetan
tdr,Sino-Tibetan
tec,Mayan
tee,Totonacan
teh,Chonan
tel,Dravidian
tem,Niger-Congo
ten,Eastern Sudanic
teo,Austronesian
tep,Totonacan
ter,Afro-Asiatic
tes,Eastern Sudanic
tet,Niger-Congo
tew,Kiowa-Tanoan
tex,Altaic
tga,Austronesian
tgb,Austronesian
tgh,Afro-Asiatic
tgk,Austronesian
tgl,Sino-Tibetan
tgn,Austronesian
tgo,Niger-Congo
tgp,Greater West Bomberai
tgr,Afro-Asiatic
tgw,Austronesian
tha,Tai-Kadai
thd,Sino-Tibetan
thk,Sino-Tibetan
thn,Sino-Tibetan
tho,Salishan
thp,Pama-Nyungan
ths,other
tht,West Bird's Head
thu,Sino-Tibetan
thw,Austronesian
thy,Pama-Nyungan
tia,Kordofanian
tib,Sino-Tibetan
tic,Ticuna
tid,North Halmaheran
tif,Trans-New Guinea
tig,Afro-Asiatic
tik,Niger-Congo
til,Salishan
tim,Austronesian
tin,Austronesian
tir,Cariban
tis,Sino-Tibetan
tiv,Niger-Congo
tiw,Tiwian
tja,Hokan
tke,Austronesian
tki,Niger-Congo
tkl,Takelma
tkm,Altaic
tks,Niger-Congo
tla,Austronesian
tlb,Altaic
tld,Austronesian
tlf,Trans-New Guinea
tli,Na-Dene
tll,Taulil
tlo,North Halmaheran
tlp,Oto-Manguean
tls,Indo-European
tma,Eastern Sudanic
tmc,Timucua
tmg,Kayagar
tmi,Altaic
tmk,Afro-Asiatic
tml,Dravidian
tmm,Austronesian
tmn,Eastern Sudanic
tmo,Sino-Tibetan
tmp,Niger-Congo
tmr,Austro-Asiatic
tms,Dogon
tmu,Indo-European
tna,Eastern Sudanic
tnb,Chibchan
tnc,Na-Dene
tnd,Nakh-Daghestanian
tne,Niger-Congo
tng,Austronesian
tni,Sino-Tibetan
tnj,Na-Dene
tnk,Austronesian
tnl,Na-Dene
tnn,Niger-Congo
tno,Austronesian
tns,Austronesian
tnt,Austronesian
tny,Niger-Congo
toa,Eleman
tob,Guaicuruan
tod,Sino-Tibetan
tof,Altaic
toj,Mayan
tok,Niger-Congo
tol,Tol
ton,Tonkawa
toq,Austronesian
tor,Austronesian
tos,Totonacan
tot,Totonacan
tou,Niger-Congo
toy,Tasmanian
toz,Niger-Congo
tpa,Totonacan
tpc,Uto-Aztecan
tpi,other
tpn,Uto-Aztecan
tpr,Niger-Congo
tps,Uto-Aztecan
tpt,Tupian
trb,Chibchan
trc,Oto-Manguean
trd,Austronesian
trg,Kiowa-Tanoan
tri,Oto-Manguean
trm,Eastern Sudanic
trn,Arawakan
trr,Trans-New Guinea
trt,North Halmaheran
tru,Trumai
trw,Indo-European
try,Austronesian
tsa,Nakh-Daghestanian
tse,Austronesian
tsf,Barbacoan
tsg,Austronesian
tsh,Uto-Aztecan
tsi,Tsimshianic
tsj,Kiowa-Tanoan
tsk,Afro-Asiatic
tsl,other
tsm,Tasmanian
tsn,Niger-Congo
tso,Austronesian
tsp,Dravidian
tsr,Taushiro
tst,Austronesian
tsw,Niger-Congo
tsz,Nakh-Daghestanian
ttb,Altaic
ttd,Austronesian
tte,Siouan
ttn,Austronesian
tts,Indo-European
ttu,Nakh-Daghestanian
tty,Tucanoan
tua,Austronesian
tub,Uto-Aztecan
tuc,Tucanoan
tug,Afro-Asiatic
tui,other
tuk,Austronesian
tul,Dravidian
tum,Austronesian
tun,Tunica
tup,Tupian
tur,Altaic
tus,Iroquoian
tut,Na-Dene
tuv,Altaic
tuy,Tucanoan
tvl,Austronesian
tvo,Altaic
tvt,Sino-Tibetan
twa,Salishan
twe,Uto-Aztecan
twn,Kiowa-Tanoan
tws,Kiowa-Tanoan
twx,Altaic
txj,Totonacan
tye,Northern Daly
tza,Mayan
tze,Mayan
tzi,other
tzo,Mayan
tzt,Mayan
tzu,Mayan
uby,Northwest Caucasian
udh,Altaic
udi,Nakh-Daghestanian
udm,Uralic
ugs,other
uhi,Pama-Nyungan
ukr,Indo-European
uku,Na-Dene
ulc,Altaic
uld,Afro-Asiatic
uli,Austronesian
uma,Austronesian
umb,Niger-Congo
ump,Pama-Nyungan
umu,Cariban
una,Trans-New Guinea
ung,Worrorran
unm,Algic
ura,Austronesian
urd,Indo-European
urh,Niger-Congo
uri,Torricelli
urk,Tupian
url,Austronesian
urm,Altaic
urn,Urarina
urt,Torricelli
uru,Uru-Chipaya
usa,Trans-New Guinea
usl,other
usr,Trans-New Guinea
ute,Uto-Aztecan
uyg,Altaic
uzb,Altaic
uzn,Altaic
vaf,Indo-European
vag,Niger-Congo
vai,Mande
vas,Indo-European
vat,Niger-Congo
ved,Indo-European
ven,Niger-Congo
vep,Uralic
vie,Austro-Asiatic
vif,Niger-Congo
vka,Pama-Nyungan
vla,other
vnm,Austronesian
vot,Uralic
wag,Wagiman
wah,Trans-New Guinea
wai,Cariban
wak,Indo-European
wal,Torricelli
wam,Mirndi
wan,Pama-Nyungan
wao,Waorani
wap,Wappo-Yukian
war,Chapacura-Wanham
was,Washo
wat,Pama-Nyungan
wau,Choco
way,Tupian
wbn,Trans-New Guinea
wbt,Pama-Nyungan
wch,Matacoan
wdo,Pama-Nyungan
wec,Indo-European
wed,Austronesian
wel,Indo-European
wem,Pama-Nyungan
wer,Trans-New Guinea
wet,Austronesian
wgg,Pama-Nyungan
wgl,Indo-European
wgu,Pama-Nyungan
wic,Caddoan
wik,Penutian
win,Penutian
wir,Pama-Nyungan
wiy,Algic
wkw,Pama-Nyungan
wlf,Niger-Congo
wll,Austronesian
wlm,Pama-Nyungan
wlo,Austronesian
wlw,Pama-Nyungan
wly,Afro-Asiatic
wma,North Halmaheran
wme,Sino-Tibetan
wmn,Niger-Congo
wmu,Pama-Nyungan
wn,Pama-Nyungan
wna,Mande
wnb,Siouan
wnt,Trans-New Guinea
wob,Niger-Congo
wog,Sepik
woi,Greater West Bomberai
wol,Austronesian
wom,Skou
wor,Worrorran
wps,Arawakan
wra,Warao
wrb,Pama-Nyungan
wrd,Yangmanic
wrg,Pama-Nyungan
wrk,Arawakan
wrl,Pama-Nyungan
wrm,Austronesian
wrn,Mangarrayi-Maran
wrp,Austronesian
wrs,Border
wru,Pama-Nyungan
wrw,Nyulnyulan
wry,Gunwinyguan
wsk,Trans-New Guinea
wth,Pama-Nyungan
wtm,Ramu-Lower Sepik
wuc,Sino-Tibetan
wur,Arawakan
wwa,Niger-Congo
wwr,Pama-Nyungan
wwy,Austronesian
wya,Iroquoian
wyn,Cariban
xam,Tu
xar,Austronesian
xas,Mande
xav,Macro-Ge
xbi,Torricelli
xer,Macro-Ge
xho,Niger-Congo
xns,Sino-Tibetan
xok,Macro-Ge
xoo,Tu
xun,Kxa
yag,Peba-Yaguan
yah,Yámana
yak,Niger-Congo
yal,Trans-New Guinea
yam,Pano-Tacanan
yan,Hokan
yao,Niger-Congo
yap,Austronesian
yaq,Uto-Aztecan
yar,Trans-New Guinea
yav,Hokan
yaw,Yawa
yay,Tai-Kadai
yaz,Indo-European
yba,Niger-Congo
ybi,Sino-Tibetan
ych,Eskimo-Aleut
ycn,Arawakan
yct,Mayan
ydb,Indo-European
ydd,Indo-European
ydl,Indo-European
yei,Yam
yel,Yele
yem,Niger-Congo
yes,Sepik
yey,Niger-Congo
ygd,Niger-Congo
ygn,Indo-European
ygr,Trans-New Guinea
yi,Sino-Tibetan
yid,Pama-Nyungan
yil,Torricelli
yim,Ramu-Lower Sepik
yin,Pama-Nyungan
yir,Pama-Nyungan
yiw,Sino-Tibetan
yki,Wappo-Yukian
ykm,Niger-Congo
ykn,Austronesian
yko,Yukaghir
ykp,Cariban
ykt,Altaic
ylb,Pama-Nyungan
yli,Trans-New Guinea
ylm,Bulaka River
ylr,Pama-Nyungan
ylt,Indo-European
ymd,Austronesian
ymi,Austronesian
yms,Afro-Asiatic
yna,Eskimo-Aleut
yng,Pama-Nyungan
ynk,Pama-Nyungan
ynm,Yanomam
yns,Niger-Congo
yny,Pama-Nyungan
yok,Penutian
yor,Niger-Congo
ypk,Eskimo-Aleut
yqy,Trans-New Guinea
yrc,Yuracare
yrm,Yurimangí
yrr,Yaruro
yrt,Tucanoan
ysi,Eskimo-Aleut
ysl,Eskimo-Aleut
yta,Altaic
ytu,Yukaghir
yuc,Yuchi
yug,Yeniseian
yuk,Tangkic
yul,Central Sudanic
yun,Eskimo-Aleut
yur,Algic
yus,Eskimo-Aleut
yuw,Pama-Nyungan
